Name,Town,MIDAS Number,Latitude,Longitude,Elevation,Notes,Name Change
Round Pond,Rome,5340,44.5592814577,-69.92873320370001,425, , 
Round Pond,Plymouth,5500,44.7413045417,-69.2227726019,268, , 
Round Pond,Vinalhaven,5508,44.0831822118,-68.85134758149999,25, , 
Round Pond,Fryeburg,5576,43.996356557,-70.9574924611,419, , 
Round Pond,South Berwick,5586,43.2300366587,-70.7217095085,195, , 
Round Pond,Steuben,0563,44.5891989592,-68.0121144259,160, , 
Round Pond,Union,5684,44.2036750609,-69.29230029199999,34, , 
Round Pond,Brownfield,6697,43.8997956815,-70.8615944716,415, ,Yes - unnamed pond to local name
Round Pond,Albany Twp,6755,44.2993075944,-70.8164562036,790, , 
Round Pond,Waterboro,6823,43.5997332073,-70.7957100221,455, , 
Round Pond,Sabattus,8935,44.1159164941,-70.0882305977,255, , 
Round Pond,Greenwood,9683,44.3953960158,-70.6932186251,721, , 
Rowe Lake,T11 R8 WELS,1964,46.623980146,-68.810551709,959, , 
Rowe Pond,Pleasant Ridge Plt,0202,45.1243239022,-69.9914847587,1204, , 
Rowe Pond,T7 R15 WELS,4002,46.2369895081,-69.6359375956,998, , 
Rowell Bog,Madison,2606,44.8253412992,-69.7335193532,365, , 
Rowell Pond,Solon,0068,44.9570771024,-69.7587832927,688, , 
Rubberneck Pond,TA R11 WELS,9676,45.64515533969999,-69.1191242811,1530, , 
Ruffingham Meadow,Searsmont,4833,44.4100911844,-69.22706624120001,225, , 
Rum Pond,T2 R9 WELS,2098,45.8399681516,-68.8928713869,624, , 
Rum Pond,Greenville,0780,45.4643167502,-69.48736050150001,1283, , 
Rump Pond,Parmachenee Twp,3112,45.2099943603,-71.01592329659999,1685, , 
Runaround Pond,Durham,3786,43.955389536,-70.17858732800001,155, , 
Rush Pond,Herseytown Twp,3062,45.80945661450001,-68.4351765512,415, , 
Rush Pond,King & Bartlett Twp,5130,45.29442470719999,-70.4289142821,1565, , 
Russell Pond,T4 R9 WELS,2022,45.9959089089,-68.9068469889,1331, , 
Russell Pond,Russell Pond Twp,2424,46.0850776837,-69.822358802,1502, , 
Ryan Lake,Baileyville,7519,45.1029135963,-67.380559736,178, , 
Saban Pond,Palermo,5744,44.4066109842,-69.4199465615,475, , 
Sabattus Pond,Greene,3796,44.1696756236,-70.0964151196,243,Part of / connected to Sabattus Pond, 
Sabattus Pond,Greene,3796,44.1442997246,-70.1026341716,243, , 
Sabbath Day Pond,Township E,3578,44.8391118369,-70.65818283190001,2372, , 
Sabbathday Lake,New Gloucester,3700,43.9780003425,-70.35426432369999,299,Sabbathday Pond, 
Sacapee Pond,Lebanon,3882,43.4613998033,-70.87278034000001,410, , 
Saddle Pond,T7 R9 WELS,4240,46.223456566,-68.8716900631,695, , 
Saddleback Lake,Dallas Plt,3536,44.9702935314,-70.5606460082,1747, , 
Saddleback Pond,Sandy River Plt,3550,44.9134120926,-70.49898962340001,2130, , 
Saddleback Pond,TB R11 WELS,9662,45.4923269479,-69.15926967030001,1461,Saddlerock Pond, 
Safford Pond,Mars Hill,1834,46.5876786615,-67.856729649,665, , 
Safford Pond,Lexington Twp,0006,44.9996547014,-70.11004426389999,825, , 
Sag Pond,T13 R10 WELS,1484,46.7818187978,-69.05554453080001,1390, , 
Saint Almond Pond,Saint John Plt,1620,47.18395283729999,-68.7071862234,1255, , 
Saint Croix Lake,Saint Croix Twp,1774,46.2969077725,-68.1942966718,647, , 
Saint Francis Lake,T8 R16 WELS,2398,46.3196937886,-69.7523406528,1340, , 
Salmon Brook Lake,Perham,1784,46.9000514904,-68.2425310248,683, , 
Salmon Pond,T30 MD BPP,1158,44.9201250572,-67.8590144218,228, , 
Salmon Pond,T4 R13 WELS,2900,45.9413201682,-69.46265963499999,1117, , 
Salmon Pond,Greenville,0346,45.4425277058,-69.50648890380001,1209, , 
Salmon Pond,T10 SD BPP,4422,44.6328979516,-68.084909334,295, , 
Salmon Pond,Oakland,5352,44.5275372586,-69.7796484661,277,"Salmon Lake, Ellis Pond", 
Salmon Stream Lake,T1 R6 WELS,3046,45.7261577726,-68.48655024510001,399, , 
Salmon Stream Pond,Guilford,0768,45.22190257510001,-69.3263675084,623, , 
Salt Pond,North Haven,5506,44.161511202,-68.8563730106,5, , 
Salt Pond,Friendship,5721,44.0094880984,-69.2888442456,5,Meduncook River,Yes - name change to local name
Sam Hill Lake,Day Block Twp,1156,44.910426164,-67.7507839572,264, , 
Sam Leach pond,Arundel,3991,43.420064766,-70.51973542499999,115,Named changed from unammed pond on 2/28/06 per IF&W request,Yes - unnamed pond to local name
Sampson Pond,T7 R9 NWP,0812,45.41279163390001,-69.3169541596,1056, , 
Sams Mill Pond,Bridgton,8915,44.1064730908,-70.69935546000001,325, ,Existing name - not in GNIS
Sanborn Pond,Brooks,4870,44.4808200167,-69.14293880050001,290, , 
Sanborn Pond,Baldwin,8917,43.810816922,-70.7379313157,370, , 
Sanborn Pond,TB R10 WELS,0974,45.5561657462,-68.9660760287,550, , 
Sand Pond,Denmark,3130,43.9543329841,-70.7666588827,503,Walden Pond, 
Sand Pond,Baldwin,3394,43.8194439322,-70.6815504531,314, , 
Sand Pond,Norway,3432,44.2009650109,-70.6109829964,509, , 
Sand Pond,Sanford,3862,43.3952870925,-70.75055765000001,245, , 
Sand Pond,Limington,5012,43.6917316199,-70.653380696,255, , 
Sand Pond,Chesterville,5204,44.5691125752,-70.1184270255,363, , 
Sand Pond,Monmouth,5238,44.1809485919,-69.9697590009,176,Tacoma Lakes, 
Sandy Bottom Pond,Turner,3746,44.2222847081,-70.26103034800001,315, , 
Sandy Pond,Freedom,5174,44.5168902659,-69.30437099140001,460, , 
Sandy Pond,Embden,0076,44.9086620759,-69.9195659037,416, , 
Sandy Stream Pond,Mount Katahdin Twp,2040,45.92648307130001,-68.8571472726,1495, , 
Sapet Pond,Lowelltown Twp,5078,45.5509440814,-70.5907604268,1391,Little Indian Pond, 
Saponac Pond,Grand Falls Twp,4722,45.1745517632,-68.3813853106,190, , 
Sargent Pond,Mount Desert,8473,44.3345217541,-68.2695772287,1090, ,Yes - unnamed pond to local name
Saturday Pond,Otisfield,3440,44.1082354997,-70.5626754284,530, , 
Saturday Pond,Lynchtown Twp,7722,45.1304901221,-70.9973315343,1660,feature drawn from DOQ data, 
Saulter Pond,Dedham,4311,44.683817644,-68.64293148340001,255, , 
Savade Pond,Windsor,5442,44.31869003,-69.5350600761,222, , 
Sawtelle Deadwater,T6 R7 WELS,2174,46.1715310194,-68.6775324755,625, , 
Sawtelle Pond,T7 R8 WELS,3008,46.2839324021,-68.69812926260001,741, , 
Sawyer Pond,Linneus,1040,46.0573646972,-67.93604420210001,485, , 
Sawyer Pond,Greenville,0386,45.47723753710001,-69.55510558109999,1248, , 
Sawyers Pond,Southport,7891,43.8314039221,-69.6542679933,77,Reservoir Pond, 
Scammon Pond,Eastbrook,4446,44.6732971448,-68.2378843061,140, , 
Schoodic Bog,Sullivan,4400,44.5609136112,-68.15688253659999,190, , 
Schoodic Deadwater,Grindstone Twp,2114,45.71513100850001,-68.67294665590001,455, , 
Schoodic Lake,Columbia,1230,44.696660056,-67.8903494125,225, , 
Schoodic Lake,Lake View Plt,0956,45.3707656872,-68.9219156521,430, , 
Schoolhouse Pond,Avon,0413,44.7739739641,-70.2636589415,1470, , 
Schoolhouse Pond,Livermore Falls,5674,44.4335859558,-70.11489130690001,369, , 
Scituate Pond,York,5596,43.1773156433,-70.67678776770001,160, , 
Scott Pond,T8 R3 WELS,1762,46.3412365804,-68.07594061659999,850, , 
Scraggly Lake,T7 R8 WELS,4264,46.2387853509,-68.75483676330001,723, , 
Scraggly Lake,T6 R1 NBPP,9649,45.32755759129999,-67.9571309403,298, , 
Scribner Bog,Squaretown Twp,4072,45.40146485079999,-69.85024851519999,1027, , 
Scutaze Strm Deadwater,Lake View Plt,9586,45.3563129714,-68.8567675054,360,missing 24k lake/pond data - this feature is in the rivers layer, 
Seal Cove Pond,Tremont,4630,44.3022218458,-68.39702782160001,40, , 
Sears Pond,Dole Brook Twp,9766,45.9696995398,-70.1870206275,1605, , 
Seavey Lake,Wesley,1248,44.9067449333,-67.6232396109,169, , 
Seavey Lake,Marshfield,1270,44.7971505813,-67.5176759774,255, , 
Seawall Pond,Southwest Harbor,2901,44.2427099003,-68.30078089849999,5, , 
Sebago Lake,Naples,5786,43.9376633092,-70.62191656810001,267,Sebago Cove - Part of Sebago Lake, 
Sebago Lake,Sebago,5786,43.8644802508,-70.5720916363,267, , 
Sebago Lake,Standish,5786,43.771303598,-70.5449183707,267,Part of Sebago Lake, 
Sebago Lake Basin,Standish,5786,43.8380657141,-70.4608311879,267,Part of Sebago Lake, 
Sebasticook Lake,Newport,2264,44.8580693805,-69.23800796010001,200,Newport Pond, 
Sebec Lake,Dover-Foxcroft,0848,45.2609636226,-69.23293832490001,323, , 
Seboeis Deadwater,T6 R7 WELS,2172,46.2044513918,-68.5897213825,690,missing 24k lake/pond data - this feature is in the rivers layer, 
Seboeis Lake,T4 R9 NWP,0954,45.4524965374,-68.88132673139999,438,"Seboois Lake, Lake Seboois", 
Seboomook Lake,Plymouth Twp,4048,45.9273751177,-69.86036340139999,1073, , 
Second Buttermilk Pond,Bowerbank,0836,45.333474388,-69.2672139526,602, , 
Second Chain Lake,T26 ED BPP,1234,44.9961932261,-67.73588181620001,230, , 
Second Chase Pond,T14 R9 WELS,1540,46.8901808183,-68.913372115,1001, , 
Second Currier Pond,T9 R11 WELS,2774,46.4157233751,-69.1077485231,1275, , 
Second Davis Pond,Willimantic,0776,45.24469253520001,-69.41474771750001,439, , 
Second Debsconeag Lake,T2 R10 WELS,0586,45.77798074950001,-69.0362610311,532, , 
Second Lake,T37 MD BPP,1134,45.0125114693,-67.7917530978,234, , 
Second Lake,Berry Twp,1268,44.8596067785,-67.4941752487,60, , 
Second Lake,Marion Twp,1374,44.8163856003,-67.35240024620001,67, , 
Second Machias Lake,T37 MD BPP,1138,45.0534374094,-67.8782698477,235,"Kebumkewis, Numchenugmawis", 
Second Marks Lake,Marshfield,1276,44.7760505932,-67.5068679356,208, , 
Second Matagamon Lake,Trout Brook Twp,4260,46.1985802235,-68.90683617400001,654,Second Grand Matagamon Lake, 
Second Mopang Lake,Devereaux Twp,1170,44.905709557,-67.9741099294,339, , 
Second Musquacook Lake,T11 R11 WELS,1916,46.6320298947,-69.1747473122,1066, , 
Second Musquash Pond,T1 R11 WELS,0564,45.71642905860001,-69.1691351986,930, , 
Second Pond,Dedham,0441,44.7073611589,-68.58372060639999,411, , 
Second Pond,Blue Hill,4648,44.3925364107,-68.6254475853,96, , 
Second Roach Pond,T1 R12 WELS,0452,45.6755657603,-69.2947694627,1270, , 
Second Sly Brook Lake,New Canada,1644,47.1198912967,-68.5229340832,645, , 
Second St John Pond,T4 R17 WELS,2432,46.0154552771,-69.9691300505,1811, , 
Second Wallagrass Lake,Saint John Plt,1628,47.1051842678,-68.7223043786,898, , 
Second West Branch Pd,Shawtown Twp,0442,45.5911150458,-69.2634087385,1507, , 
Secret Bog,Rangeley,2396,45.0041300538,-70.7314050941,1570, , 
Secret Pond,Seven Ponds Twp,3358,45.2508383559,-70.77449807799999,2027, , 
Secret Pond,Greenville,0344,45.4480674432,-69.5152819329,1272, , 
Secret Pond,Moro Plt,3660,46.1576848757,-68.35828405869999,814, , 
Secret Pond,Elliottsville Twp,0907,45.4305298235,-69.4553402463,1095, , 
Selmore Pond,Oqiton Twp,4738,45.19649694059999,-68.0462526952,495,"Kilman Pond, Killman Pond", 
Sennebec Pond,Appleton,5682,44.2531925254,-69.2652316273,87, , 
Seven Tree Pond,Union,5686,44.1900966488,-69.2773653966,34, , 
Seventh Debsconeag Pond,Rainbow Twp,0606,45.7695907371,-69.1209632428,1005, , 
Seventh Roach Pond,TA R11 WELS,0500,45.6261561833,-69.1921119989,1493, , 
Sewall Deadwater Pond,T9 R10 WELS,2748,46.43941848,-69.07682684450001,864, , 
Sewall Pond,T3 R11 WELS,0682,45.874025133,-69.09123606599999,895, , 
Sewall Pond,Arrowsic,9943,43.8697309511,-69.7809393691,10, , 
Shack Pond,Lobster Twp,2912,45.906972648,-69.46753416599999,1168, , 
Shad Pond,Millinocket,2120,45.6240546396,-68.6778377456,341, , 
Shadow Pond,Moosehead Junction Twp,0331,45.4687175439,-69.6243707212,1035, , 
Shadow Pond,T28 MD BPP,6582,44.9033469959,-68.11084130410001,375, ,Yes - unnamed pond to local name
Shagg Pond,Woodstock,3470,44.4237533856,-70.5310471128,842, , 
Shaker Bog,Poland,3689,43.9937735608,-70.37627509399999,446, , 
Shaker Pond,Alfred,3976,43.4986386139,-70.72325238880001,230, , 
Shaking Bog,Denmark,6727,44.0163708189,-70.86197086839999,445, , 
Shallow Lake,T7 R14 WELS,2876,46.2251838263,-69.48206952699999,1034, , 
Shallow Pond,Jim Pond Twp,5052,45.26115075530001,-70.5337933278,1196, , 
Shapleigh Pond,Shapleigh,3950,43.5949960871,-70.8951238522,510, , 
Shattuck Lake,Robbinston,1426,45.1044056412,-67.1678328965,198, , 
Shaw Lake,T6 R1 NBPP,7407,45.34367962830001,-67.9601802662,302, , 
Shaw Pond,T3 R4 BKP WKR,5152,45.285735844,-70.2777595995,1272, , 
Shed Pond,Manchester,5300,44.3600699758,-69.87579834810001,366, , 
Sheepscot Pond,Palermo,4896,44.3613618215,-69.43276707139999,284, , 
Shell Pond,Stow,3194,44.2445525761,-70.9702408549,599, , 
Shepherd Pond,T11 R12 WELS,1900,46.6597780182,-69.2545746107,1525, , 
Sherman Lake,Newcastle,5404,44.0039787452,-69.59340451350001,5, , 
Shermans Mill Pond,Appleton,4840,44.2835558133,-69.2288526519,193,Mill Pond, 
Shillalah Pond,T10 SD BPP,4440,44.6160234238,-68.1310009593,140, , 
Shiny Lake,Marion Twp,7433,44.8237200115,-67.3227773065,123, , 
Shirley Bog (West),Shirley,0350,45.37236295329999,-69.6726041408,1109, , 
Shirley Pond,Shirley,0335,45.36816198099999,-69.62101052670001,1032, , 
Short Pond,Saco,5624,43.4734448641,-70.3867750634,10,Ferry Beach Ponds, 
Shy Beaver Pond,Shapleigh,3914,43.6135250949,-70.81289768720001,410,duplicate with midas #3209 (Pine Spring Lake), 
Sibley Pond,Canaan,2612,44.7967675041,-69.5218841173,226, , 
Sibley Pond,Blue Hill,8555,44.3436131412,-68.5128122412,230, , 
Side Pistol Lake,T3 ND BPP,4752,45.1855381813,-68.16801485409999,428, , 
Sidensparker Pond,Waldoboro,5722,44.0922505863,-69.3086469998,134, , 
Silver Lake,T15 R5 WELS,1656,46.9560271431,-68.428310627,723, , 
Silver Lake,Lee,2242,45.3519734675,-68.31706431649999,399,Mattakeunk Pond (US-M962/Winn/1960), 
Silver Lake,Sidney,5294,44.3936340887,-69.8245517647,267,Figure Eight Pond, 
Silver Lake,Bucksport,5540,44.6037695465,-68.7817232434,128, , 
Silver Lake,Phippsburg,5676,43.7458409607,-69.78749882140001,10, , 
Silver Lake,Katahdin Iron Works Twp,0922,45.45537412060001,-69.17917816560001,589, , 
Silver Pug Lake,T26 ED BPP,1308,45.0323128666,-67.6982875782,225, , 
Simmons Pond,Hancock,4374,44.5580546599,-68.3878446952,185, , 
Simon Pond,Codyville Plt,1324,45.4306324957,-67.68469216779999,378, , 
Simpson Pond,Roque Bluffs,9752,44.6119894837,-67.4875524751,10, ,Yes - unnamed pond to local name
Simsquish Lake,Lambert Lake Twp,1316,45.464599855,-67.5246348734,321, , 
Sing Sing Pond,T1 R11 WELS,0558,45.6828622448,-69.1428493027,1270,Sing Sing Pd on 1952 USGS map -per IF&W this isn't Harding Pd - USGS made an error on 1988 map / DRG,Yes - erroneous USGS name to correct state name
Sipun Pond,Lowelltown Twp,5080,45.5297588712,-70.6151377106,1523,"(the current name was offensive under 1 MRSA, Sec 1101)",Yes - offensive name changed
Six Mile Lake,Marshfield,1280,44.7661627818,-67.5231130567,215, , 
Six Ponds #1,T4 R9 WELS,4204,46.0084517816,-68.9361203575,1345, , 
Six Ponds #2,T4 R9 WELS,4202,46.0087498795,-68.9340999897,1344, , 
Six Ponds #3,T4 R9 WELS,4196,46.0086661402,-68.92769833680001,1338, , 
Six Ponds #4,T4 R9 WELS,4192,46.0095773201,-68.92494880530001,1339, , 
Six Ponds #5 (North),T4 R9 WELS,4198,46.0098784619,-68.91436234530001,1365,Six Ponds #5 = two ponds on the 1:24K USGS map, 
Six Ponds #5 (South),T4 R9 WELS,4198,46.0085691601,-68.9148065829,1360,Six Ponds #5 = two ponds on the 1:24K USGS map, 
Six Ponds #6,T4 R9 WELS,4200,46.00945635160001,-68.91276499839999,1365, , 
Sixth Currier Pond,T9 R10 WELS,2754,46.3963073388,-69.08456356089999,1132, , 
Sixth Debsconeag Lake,T1 R11 WELS,0580,45.7601707275,-69.1216217817,967, , 
Sixth Roach Pond,Shawtown Twp,0480,45.6242784533,-69.2145027948,1378, , 
Skelton Flowage,Dayton,5037,43.5862252067,-70.56027332940001,126,missing 24k lake/pond data - this feature is in the rivers layer,Existing name - not on USGS maps or in GNIS
Skinner Pond,Lowelltown Twp,5086,45.5259319868,-70.58959272990001,1400,missing 24k lake/pond data - this feature is in the rivers layer, 
Skitacook Lake,T4 R3 WELS,1730,46.033709717,-68.06451137400001,623, , 
Skunk Pond,Magalloway Plt,3322,44.8575570951,-70.9837568623,1305, , 
Skunk Pond,Greenfield Twp,4728,45.0047841064,-68.3958947971,375, , 
Slaughter Pond,T3 R11 WELS,0690,45.9126578288,-69.0822275923,1131, , 
Smarts Pond,Newfield,3932,43.6038976443,-70.9041679325,515, , 
Smith Brook Pond,Dudley Twp,1770,46.2523275012,-68.1157689567,765,missing 24k lake/pond data - this feature is in the rivers layer, 
Smith Brook Pond,T9 R10 WELS,4184,46.4623995475,-68.97117264889999,1108,Smith Brook Lake, 
Smith Pond,T3 Indian Purchase Twp,2012,45.6766784327,-68.7777785114,527, , 
Smith Pond,Brighton Plt,0254,45.061876732,-69.71122573780001,923,Weeks Pond, 
Smith Pond,Parlin Pond Twp,2546,45.5672127062,-70.0258126879,1535, , 
Smith Pond,Cornville,2604,44.8218727302,-69.7105377155,208, , 
Smith Pond,Forsyth Twp,2638,45.65330359980001,-70.4174778157,1290, , 
Smith Pond,T8 R5 WELS,3078,46.30503799690001,-68.40997568900001,870, , 
Smith Pond,Smithfield,5459,44.627647582,-69.81903071559999,265, , 
Smith Pond,Swanville,5542,44.5035443573,-68.996479085,195, , 
Smith Pond,Elliottsville Twp,0896,45.3845482439,-69.49251150870001,1032, , 
Smiths Mill Pond,Morrill,4876,44.439610106,-69.1549920269,216,Smiths Mill Pond, 
Snag Pond,Lincoln,2228,45.3885663067,-68.4700422439,243,Stump Pond, 
Snail Pond,T3 ND BPP,4714,45.1042604939,-68.2628163613,295, , 
Snake Pond,Johnson Mountain Twp,2548,45.5117945982,-70.0467175468,1670, , 
Snake Pond,T7 R11 WELS,2702,46.247888021,-69.13185824599999,925, , 
Snake Pond,Brooksville,4634,44.3471049317,-68.7187857168,66, , 
Snow's Pond,Dover-Foxcroft,4131,45.20057680829999,-69.2437141259,365, , 
Snow Mountain Pond,Alder Stream Twp,5060,45.2767314465,-70.7023778472,2804, , 
Snowshoe Lake,T7 R7 WELS,3028,46.2514703429,-68.6281529764,720, , 
Snowshoe Pond,T8 R11 WELS,2804,46.3092584066,-69.1006899585,931, , 
Snowshoe Pond,Amherst,4554,44.8638868326,-68.3959594607,520, , 
Snowshoe Pond,Clifton,9653,44.773962033,-68.54601019579999,367, , 
Socatean Pond #1,Plymouth Twp,4044,45.8765228083,-69.8593698351,1364,Socatean Ponds, 
Socatean Pond #2,Plymouth Twp,4046,45.8759087896,-69.8827136542,1233,Socatean Ponds, 
Soldier Pond,Soldiertown Twp T2 R7 WELS,2314,45.80651253770001,-68.6414461924,445, , 
Soldier Pond,Wallagrass,9783,47.1515666902,-68.5724469291,561,missing 24k lake/pond data - this feature is in the rivers layer, 
Solon Flowage,Embden,0001,44.9613514726,-69.86906388769999,300,missing 24k lake/pond data - this feature is in the rivers layer,Existing name - not on USGS maps or in GNIS
Somes Pond,Mount Desert,4614,44.360734695,-68.3476355041,38, , 
Songo Pond,Albany Twp,3262,44.3605715734,-70.7911080056,651, , 
Soper Brook Deadwater,T4 R11 WELS,9674,45.98179409570001,-69.18022526679999,1135,missing 24k lake/pond data - this feature is in the rivers layer, 
Soper Logan,T6 R8 WELS,2184,46.194901967,-68.744342077,670,missing 24k lake/pond data - this feature is in the rivers layer, 
Soper Pond,Soper Mountain Twp,2782,46.3733855832,-69.228689398,1010, , 
Soule Pond,T7 R8 WELS,4166,46.2749170189,-68.8162550216,762, , 
South Beaverdam Lake,T26 ED BPP,1232,44.9959516403,-67.7034459928,261, , 
South Boundary Pond,Massachusetts Gore,3346,45.29196438,-70.7967265577,2127, , 
South Branch Lake,T2 R8 NWP,2144,45.3845688595,-68.6806266248,228, , 
South Duck Pond,Columbia,9625,44.6827162808,-67.8338255792,179,Silica Ponds,Old name on USGS maps - no name in GNIS
South Myers Pond,Columbia,0183,44.6756245214,-67.8380624591,215,Myers Ponds, 
South Pond,Sandy River Plt,3560,44.8678494095,-70.5573917867,2174, , 
South Pond,Buckfield,3622,44.2651393105,-70.3709415285,361, , 
South Pond,Warren,5716,44.0990089507,-69.2753897481,35, , 
South Pond,T7 R9 NWP,0824,45.4255694131,-69.25869277610001,897, , 
South Pond,Monson,0874,45.34174439080001,-69.45553726430001,690, , 
South Pond,Greenwood,9683,44.3873350622,-70.6791490183,721, , 
South Twin Lake,T4 Indian Purchase Twp,0982,45.6237928625,-68.8722624758,492,Pemadumcook Chain Lake, 
Southeast Pond,Baldwin,3138,43.8828664335,-70.7452707466,497, , 
Southwest Pond,Beddington,1208,44.8054438257,-67.96972387300001,378, , 
Southwest Pond,Township 6 North of Weld,3590,44.8045132628,-70.578931196,2390, , 
Sowish Lake,T18 R10 WELS,1488,47.208035434,-69.0117529435,925, , 
Spaulding Lake,Oakfield,1750,46.10655639,-68.1037237,577, , 
Spaulding Pond,Lebanon,3872,43.3865274468,-70.98514338219999,250, , 
Spaulding Pond,Lakeville,4692,45.3513767717,-68.1163972694,685, , 
Spaulding Pond,Dole Brook Twp,9764,45.9859145159,-70.15294821560001,1512, , 
Spaulding Pond #1,Wallagrass,1616,47.1940986874,-68.6906183257,835,Spaulding Ponds, 
Spaulding Pond #2,Wallagrass,1618,47.1924387019,-68.6817080102,825,Spaulding Ponds, 
Speck Pond,Grafton Twp,3288,44.5637569698,-70.9730596874,3400, , 
Speck Pond #1,Norway,3490,44.2584877226,-70.6988609805,805, , 
Speck Pond #2,Norway,3492,44.2633825418,-70.70139266210001,855, , 
Spectacle Pond,T10 R8 WELS,1580,46.5407231141,-68.7446881237,1050, , 
Spectacle Pond,Blanchard Twp,0282,45.2275746151,-69.66957818429999,1315, , 
